"","date","open","high","low","close","volume","price_adjusted","return_adjusted_prices","return_closing_prices"
"1",2018-07-16,2797.360107,2801.189941,2793.389893,2798.429932,2812230000,2798.429932,NA,NA
"2",2018-07-17,2789.340088,2814.189941,2789.23999,2809.550049,3050730000,2809.550049,0.0039736985631984,0.0039736985631984
"3",2018-07-18,2811.350098,2816.76001,2805.889893,2815.620117,3089780000,2815.620117,0.00216051249991445,0.00216051249991445
"4",2018-07-19,2809.370117,2812.050049,2799.77002,2804.48999,3266700000,2804.48999,-0.00395299313739061,-0.00395299313739061
"5",2018-07-20,2804.550049,2809.699951,2800.01001,2801.830078,3230210000,2801.830078,-0.000948447671228814,-0.000948447671228814
"6",2018-07-23,2799.169922,2808.610107,2795.139893,2806.97998,2907430000,2806.97998,0.00183804936653265,0.00183804936653265
"7",2018-07-24,2820.679932,2829.98999,2811.120117,2820.399902,3417530000,2820.399902,0.00478091119125112,0.00478091119125112
"8",2018-07-25,2817.72998,2848.030029,2817.72998,2846.070068,3553010000,2846.070068,0.0091016050531687,0.0091016050531687
"9",2018-07-26,2835.48999,2845.570068,2835.26001,2837.439941,3653330000,2837.439941,-0.00303229604113875,-0.00303229604113875
"10",2018-07-27,2842.350098,2843.169922,2808.340088,2818.820068,3415710000,2818.820068,-0.00656220867654311,-0.00656220867654311
"11",2018-07-30,2819,2821.73999,2798.110107,2802.600098,3245770000,2802.600098,-0.00575417004587608,-0.00575417004587608
"12",2018-07-31,2809.72998,2824.459961,2808.060059,2816.290039,3892100000,2816.290039,0.00488472865242873,0.00488472865242873
"13",2018-08-01,2821.169922,2825.830078,2805.850098,2813.360107,3496990000,2813.360107,-0.0010403516539228,-0.0010403516539228
"14",2018-08-02,2800.47998,2829.909912,2796.340088,2827.219971,3467380000,2827.219971,0.00492644505959783,0.00492644505959783
"15",2018-08-03,2829.620117,2840.379883,2827.370117,2840.350098,3030390000,2840.350098,0.00464418302596936,0.00464418302596936
"16",2018-08-06,2840.290039,2853.290039,2835.97998,2850.399902,2874540000,2850.399902,0.00353822720906005,0.00353822720906005
"17",2018-08-07,2855.919922,2863.429932,2855.919922,2858.449951,3162770000,2858.449951,0.00282418231713777,0.00282418231713777
"18",2018-08-08,2856.790039,2862.439941,2853.090088,2857.699951,2972200000,2857.699951,-0.000262379965665471,-0.000262379965665471
"19",2018-08-09,2857.189941,2862.47998,2851.97998,2853.580078,3047050000,2853.580078,-0.00144167444820731,-0.00144167444820731
"20",2018-08-10,2838.899902,2842.199951,2825.810059,2833.280029,3256040000,2833.280029,-0.00711388797409451,-0.00711388797409451
"21",2018-08-13,2835.459961,2843.399902,2819.879883,2821.929932,3158450000,2821.929932,-0.0040059919541402,-0.0040059919541402
"22",2018-08-14,2827.879883,2843.110107,2826.580078,2839.959961,2976970000,2839.959961,0.00638925467126028,0.00638925467126028
"23",2018-08-15,2827.949951,2827.949951,2802.48999,2818.370117,3645070000,2818.370117,-0.0076021649236202,-0.0076021649236202
"24",2018-08-16,2831.439941,2850.48999,2831.439941,2840.689941,3219880000,2840.689941,0.00791940840749428,0.00791940840749428
"25",2018-08-17,2838.320068,2855.629883,2833.72998,2850.129883,3024100000,2850.129883,0.00332311593171508,0.00332311593171508
"26",2018-08-20,2853.929932,2859.76001,2850.620117,2857.050049,2748020000,2857.050049,0.00242801776904145,0.00242801776904145
"27",2018-08-21,2861.51001,2873.22998,2861.320068,2862.959961,3147140000,2862.959961,0.00206853639195748,0.00206853639195748
"28",2018-08-22,2860.98999,2867.540039,2856.050049,2861.820068,2689560000,2861.820068,-0.000398151918129419,-0.000398151918129419
"29",2018-08-23,2860.290039,2868.780029,2854.030029,2856.97998,2713910000,2856.97998,-0.00169126216358617,-0.00169126216358617
"30",2018-08-24,2862.350098,2876.159912,2862.350098,2874.689941,2596190000,2874.689941,0.00619883972725632,0.00619883972725632
"31",2018-08-27,2884.689941,2898.25,2884.689941,2896.73999,2854080000,2896.73999,0.00767040948852027,0.00767040948852027
"32",2018-08-28,2901.449951,2903.77002,2893.5,2897.52002,2683190000,2897.52002,0.000269278569251297,0.000269278569251297
"33",2018-08-29,2900.620117,2916.5,2898.399902,2914.040039,2791860000,2914.040039,0.00570143394557121,0.00570143394557121
"34",2018-08-30,2908.939941,2912.459961,2895.219971,2901.129883,2802180000,2901.129883,-0.0044303289684483,-0.0044303289684483
"35",2018-08-31,2898.370117,2906.320068,2891.72998,2901.52002,2880260000,2901.52002,0.000134477605530758,0.000134477605530758
"36",2018-09-04,2896.959961,2900.179932,2885.129883,2896.719971,3077060000,2896.719971,-0.00165432220591744,-0.00165432220591744
"37",2018-09-05,2891.590088,2894.209961,2876.919922,2888.600098,3241250000,2888.600098,-0.00280312666784877,-0.00280312666784877
"38",2018-09-06,2888.639893,2892.050049,2867.290039,2878.050049,3139590000,2878.050049,-0.00365230514507864,-0.00365230514507864
"39",2018-09-07,2868.26001,2883.810059,2864.120117,2871.679932,2946270000,2871.679932,-0.00221334476174706,-0.00221334476174706
"40",2018-09-10,2881.389893,2886.929932,2875.939941,2877.129883,2731400000,2877.129883,0.00189782675265082,0.00189782675265082
"41",2018-09-11,2871.570068,2892.52002,2866.780029,2887.889893,2899660000,2887.889893,0.00373984159129459,0.00373984159129459
"42",2018-09-12,2888.290039,2894.649902,2879.199951,2888.919922,3264930000,2888.919922,0.000356671839358169,0.000356671839358169
"43",2018-09-13,2896.850098,2906.76001,2896.389893,2904.179932,3254930000,2904.179932,0.00528225441065033,0.00528225441065033
"44",2018-09-14,2906.379883,2908.300049,2895.77002,2904.97998,3149800000,2904.97998,0.000275481553737356,0.000275481553737356
"45",2018-09-17,2903.830078,2904.649902,2886.159912,2888.800049,2947760000,2888.800049,-0.00556972203298978,-0.00556972203298978
"46",2018-09-18,2890.73999,2911.169922,2890.429932,2904.310059,3074610000,2904.310059,0.00536901472477092,0.00536901472477092
"47",2018-09-19,2906.600098,2912.360107,2903.820068,2907.949951,3280020000,2907.949951,0.0012532725246468,0.0012532725246468
"48",2018-09-20,2919.72998,2934.800049,2919.72998,2930.75,3337730000,2930.75,0.00784059195797338,0.00784059195797338
"49",2018-09-21,2936.76001,2940.909912,2927.110107,2929.669922,5607610000,2929.669922,-0.000368532969376445,-0.000368532969376445
"50",2018-09-24,2921.830078,2923.790039,2912.629883,2919.370117,3372210000,2919.370117,-0.0035156878673106,-0.0035156878673106
"51",2018-09-25,2921.75,2923.949951,2913.699951,2915.560059,3285480000,2915.560059,-0.00130509591018058,-0.00130509591018058
"52",2018-09-26,2916.97998,2931.149902,2903.280029,2905.969971,3388620000,2905.969971,-0.003289278151001,-0.003289278151001
"53",2018-09-27,2911.649902,2927.219971,2909.27002,2914,3060850000,2914,0.0027632869851153,0.0027632869851153
"54",2018-09-28,2910.030029,2920.530029,2907.5,2913.97998,3432300000,2913.97998,-6.87028140011758e-06,-6.87028140011758e-06
"55",2018-10-01,2926.290039,2937.060059,2917.909912,2924.590088,3364190000,2924.590088,0.00364110531740858,0.00364110531740858
"56",2018-10-02,2923.800049,2931.419922,2919.370117,2923.429932,3401880000,2923.429932,-0.000396690122407284,-0.000396690122407284
"57",2018-10-03,2931.689941,2939.860107,2921.360107,2925.51001,3598710000,2925.51001,0.000711519704040597,0.000711519704040597
"58",2018-10-04,2919.350098,2919.780029,2883.919922,2901.610107,3496860000,2901.610107,-0.0081694825580173,-0.0081694825580173
"59",2018-10-05,2902.540039,2909.639893,2869.290039,2885.570068,3328980000,2885.570068,-0.00552797874576749,-0.00552797874576749
"60",2018-10-08,2877.530029,2889.449951,2862.080078,2884.429932,3330320000,2884.429932,-0.000395116380171756,-0.000395116380171756
"61",2018-10-09,2882.51001,2894.830078,2874.27002,2880.340088,3520500000,2880.340088,-0.00141790374403872,-0.00141790374403872
"62",2018-10-10,2873.899902,2874.02002,2784.860107,2785.679932,4501250000,2785.679932,-0.0328642289132351,-0.0328642289132351
"63",2018-10-11,2776.870117,2795.139893,2710.51001,2728.370117,4890630000,2728.370117,-0.0205730078110065,-0.0205730078110065
"64",2018-10-12,2770.540039,2775.77002,2729.439941,2767.129883,3966040000,2767.129883,0.0142061979635735,0.0142061979635735
"65",2018-10-15,2763.830078,2775.98999,2749.030029,2750.790039,3300140000,2750.790039,-0.00590497905442922,-0.00590497905442922
"66",2018-10-16,2767.050049,2813.459961,2766.909912,2809.919922,3428340000,2809.919922,0.0214956002318141,0.0214956002318141
"67",2018-10-17,2811.669922,2816.939941,2781.810059,2809.209961,3321710000,2809.209961,-0.000252662360390232,-0.000252662360390232
"68",2018-10-18,2802,2806.040039,2755.179932,2768.780029,3616440000,2768.780029,-0.0143919224840026,-0.0143919224840026
"69",2018-10-19,2775.659912,2797.77002,2760.27002,2767.780029,3566490000,2767.780029,-0.000361169897762248,-0.000361169897762248
"70",2018-10-22,2773.939941,2778.939941,2749.219971,2755.879883,3307140000,2755.879883,-0.0042995273740376,-0.0042995273740376
"71",2018-10-23,2721.030029,2753.590088,2691.429932,2740.689941,4348580000,2740.689941,-0.00551183021208623,-0.00551183021208623
"72",2018-10-24,2737.870117,2742.590088,2651.889893,2656.100098,4709310000,2656.100098,-0.0308644337086652,-0.0308644337086652
"73",2018-10-25,2674.879883,2722.699951,2667.840088,2705.570068,4634770000,2705.570068,0.0186250397856806,0.0186250397856806
"74",2018-10-26,2667.860107,2692.379883,2628.159912,2658.689941,4803150000,2658.689941,-0.0173272640596052,-0.0173272640596052
"75",2018-10-29,2682.649902,2706.850098,2603.540039,2641.25,4673700000,2641.25,-0.00655959942190198,-0.00655959942190198
"76",2018-10-30,2640.679932,2685.429932,2635.340088,2682.629883,5106380000,2682.629883,0.0156667801230479,0.0156667801230479
"77",2018-10-31,2705.600098,2736.689941,2705.600098,2711.73999,5112420000,2711.73999,0.0108513318160186,0.0108513318160186
"78",2018-11-01,2717.580078,2741.669922,2708.850098,2740.370117,4708420000,2740.370117,0.0105578437112623,0.0105578437112623
"79",2018-11-02,2745.449951,2756.550049,2700.439941,2723.060059,4237930000,2723.060059,-0.00631668616316328,-0.00631668616316328
"80",2018-11-05,2726.370117,2744.27002,2717.939941,2738.310059,3623320000,2738.310059,0.00560031716876641,0.00560031716876641
"81",2018-11-06,2738.399902,2756.820068,2737.080078,2755.449951,3510860000,2755.449951,0.00625929556211746,0.00625929556211746
"82",2018-11-07,2774.129883,2815.149902,2774.129883,2813.889893,3914750000,2813.889893,0.0212088562809101,0.0212088562809101
"83",2018-11-08,2806.379883,2814.75,2794.98999,2806.830078,3630490000,2806.830078,-0.00250891657756847,-0.00250891657756847
"84",2018-11-09,2794.100098,2794.100098,2764.23999,2781.01001,4019090000,2781.01001,-0.00919901357847708,-0.00919901357847708
"85",2018-11-12,2773.929932,2775.98999,2722,2726.219971,3670930000,2726.219971,-0.0197014893161064,-0.0197014893161064
"86",2018-11-13,2730.050049,2754.600098,2714.97998,2722.179932,4091440000,2722.179932,-0.00148191967008371,-0.00148191967008371
"87",2018-11-14,2737.899902,2746.800049,2685.75,2701.580078,4402370000,2701.580078,-0.00756741086724022,-0.00756741086724022
"88",2018-11-15,2693.52002,2735.379883,2670.75,2730.199951,4179140000,2730.199951,0.0105937533494056,0.0105937533494056
"89",2018-11-16,2718.540039,2746.75,2712.159912,2736.27002,3975180000,2736.27002,0.00222330565853857,0.00222330565853857
"90",2018-11-19,2730.73999,2733.159912,2681.090088,2690.72998,3772900000,2690.72998,-0.0166431089282628,-0.0166431089282628
"91",2018-11-20,2654.600098,2669.439941,2631.52002,2641.889893,4357900000,2641.889893,-0.0181512405046307,-0.0181512405046307
"92",2018-11-21,2657.73999,2670.72998,2649.820068,2649.929932,3233550000,2649.929932,0.00304329072203302,0.00304329072203302
"93",2018-11-23,2633.360107,2647.550049,2631.090088,2632.560059,1651650000,2632.560059,-0.00655484237158321,-0.00655484237158321
"94",2018-11-26,2649.969971,2674.350098,2649.969971,2673.449951,3443950000,2673.449951,0.01553236814492,0.01553236814492
"95",2018-11-27,2663.75,2682.530029,2655.889893,2682.169922,3485220000,2682.169922,0.0032616922552593,0.0032616922552593
"96",2018-11-28,2691.449951,2744,2684.379883,2743.790039,3951670000,2743.790039,0.0229739795732449,0.0229739795732449
"97",2018-11-29,2736.969971,2753.75,2722.939941,2737.800049,3560770000,2737.800049,-0.00218310800566324,-0.00218310800566324
"98",2018-11-30,2737.76001,2760.879883,2732.76001,2760.169922,4658580000,2760.169922,0.00817074753438285,0.00817074753438285
"99",2018-12-03,2790.5,2800.179932,2773.379883,2790.370117,4186060000,2790.370117,0.0109414260184812,0.0109414260184812
"100",2018-12-04,2782.429932,2785.929932,2697.179932,2700.060059,4499840000,2700.060059,-0.0323649029387881,-0.0323649029387881
"101",2018-12-06,2663.51001,2696.149902,2621.530029,2695.949951,5141470000,2695.949951,-0.00152222836166171,-0.00152222836166171
"102",2018-12-07,2691.26001,2708.540039,2623.139893,2633.080078,4216690000,2633.080078,-0.0233201187494894,-0.0233201187494894
"103",2018-12-10,2630.860107,2647.51001,2583.22998,2637.719971,4151030000,2637.719971,0.00176215415503966,0.00176215415503966
"104",2018-12-11,2664.439941,2674.350098,2621.300049,2636.780029,3905870000,2636.780029,-0.000356346393981966,-0.000356346393981966
"105",2018-12-12,2658.22998,2685.439941,2650.26001,2651.070068,3958890000,2651.070068,0.00541950365325672,0.00541950365325672
"106",2018-12-13,2658.699951,2670.189941,2637.27002,2650.540039,3927720000,2650.540039,-0.000199930211727595,-0.000199930211727595
"107",2018-12-14,2629.679932,2635.070068,2593.840088,2599.949951,4035020000,2599.949951,-0.0190867095971455,-0.0190867095971455
"108",2018-12-17,2590.75,2601.129883,2530.540039,2545.939941,4616350000,2545.939941,-0.0207734806507435,-0.0207734806507435
"109",2018-12-18,2559.899902,2573.98999,2528.709961,2546.159912,4470880000,2546.159912,8.64007027256974e-05,8.64007027256974e-05
"110",2018-12-19,2547.050049,2585.290039,2488.959961,2506.959961,5127940000,2506.959961,-0.0153957144699559,-0.0153957144699559
"111",2018-12-20,2496.77002,2509.629883,2441.179932,2467.419922,5585780000,2467.419922,-0.0157721063020998,-0.0157721063020998
"112",2018-12-21,2465.379883,2504.409912,2408.550049,2416.620117,7609010000,2416.620117,-0.0205882284353219,-0.0205882284353219
"113",2018-12-24,2400.560059,2410.340088,2351.100098,2351.100098,2613930000,2351.100098,-0.0271122542343712,-0.0271122542343712
"114",2018-12-26,2363.120117,2467.76001,2346.580078,2467.699951,4233990000,2467.699951,0.0495937425629762,0.0495937425629762
"115",2018-12-27,2442.5,2489.100098,2397.939941,2488.830078,4096610000,2488.830078,0.00856268080381373,0.00856268080381373
"116",2018-12-28,2498.77002,2520.27002,2472.889893,2485.73999,3702620000,2485.73999,-0.00124158255210538,-0.00124158255210538
"117",2018-12-31,2498.939941,2509.23999,2482.820068,2506.850098,3442870000,2506.850098,0.00849248436478667,0.00849248436478667
"118",2019-01-02,2476.959961,2519.48999,2467.469971,2510.030029,3733160000,2510.030029,0.00126849666940076,0.00126849666940076
"119",2019-01-03,2491.919922,2493.139893,2443.959961,2447.889893,3822860000,2447.889893,-0.0247567301116142,-0.0247567301116142
"120",2019-01-04,2474.330078,2538.070068,2474.330078,2531.939941,4213410000,2531.939941,0.0343357142984044,0.0343357142984044
"121",2019-01-07,2535.610107,2566.159912,2524.560059,2549.689941,4104710000,2549.689941,0.00701043484980524,0.00701043484980524
"122",2019-01-08,2568.110107,2579.820068,2547.560059,2574.409912,4083030000,2574.409912,0.00969528514133944,0.00969528514133944
"123",2019-01-09,2580,2595.320068,2568.889893,2584.959961,4052480000,2584.959961,0.00409804551746928,0.00409804551746928
"124",2019-01-10,2573.51001,2597.820068,2562.02002,2596.639893,3704500000,2596.639893,0.00451841892184723,0.00451841892184723
"125",2019-01-11,2588.110107,2596.27002,2577.399902,2596.26001,3434490000,2596.26001,-0.000146297914094373,-0.000146297914094373
"126",2019-01-14,2580.310059,2589.320068,2570.409912,2582.610107,3664450000,2582.610107,-0.00525752542019087,-0.00525752542019087
"127",2019-01-15,2585.100098,2613.080078,2585.100098,2610.300049,3572330000,2610.300049,0.0107216888546002,0.0107216888546002
"128",2019-01-16,2614.75,2625.76001,2612.679932,2616.100098,3863770000,2616.100098,0.00222198555381481,0.00222198555381481
"129",2019-01-17,2609.280029,2645.060059,2606.360107,2635.959961,3772270000,2635.959961,0.00759140027370631,0.00759140027370631
"130",2019-01-18,2651.27002,2675.469971,2647.580078,2670.709961,3986730000,2670.709961,0.0131830530486574,0.0131830530486574
"131",2019-01-22,2657.879883,2657.879883,2617.27002,2632.899902,3908030000,2632.899902,-0.0141573063163484,-0.0141573063163484
"132",2019-01-23,2643.47998,2653.189941,2612.860107,2638.699951,3335610000,2638.699951,0.0022029128397909,0.0022029128397909
"133",2019-01-24,2638.840088,2647.199951,2627.01001,2642.330078,3433250000,2642.330078,0.00137572557221755,0.00137572557221755
"134",2019-01-25,2657.439941,2672.379883,2657.330078,2664.76001,3814080000,2664.76001,0.00848869419712228,0.00848869419712228
"135",2019-01-28,2644.969971,2644.969971,2624.060059,2643.850098,3612810000,2643.850098,-0.00784682745220278,-0.00784682745220278
"136",2019-01-29,2644.889893,2650.929932,2631.050049,2640,3504200000,2640,-0.00145624670737288,-0.00145624670737288
"137",2019-01-30,2653.620117,2690.439941,2648.340088,2681.050049,3867810000,2681.050049,0.0155492609848484,0.0155492609848484
"138",2019-01-31,2685.48999,2708.949951,2678.649902,2704.100098,4917650000,2704.100098,0.0085973960122816,0.0085973960122816
"139",2019-02-01,2702.320068,2716.659912,2696.879883,2706.530029,3759270000,2706.530029,0.00089860985612078,0.00089860985612078
"140",2019-02-04,2706.48999,2724.98999,2698.75,2724.870117,3359840000,2724.870117,0.00677623665855887,0.00677623665855887
"141",2019-02-05,2728.340088,2738.97998,2724.030029,2737.699951,3560430000,2737.699951,0.00470842038303299,0.00470842038303299
"142",2019-02-06,2735.050049,2738.080078,2724.149902,2731.610107,3472690000,2731.610107,-0.00222443807173811,-0.00222443807173811
"143",2019-02-07,2717.530029,2719.320068,2687.26001,2706.050049,4099490000,2706.050049,-0.00935713992802267,-0.00935713992802267
"144",2019-02-08,2692.360107,2708.070068,2681.830078,2707.879883,3622330000,2707.879883,0.00067620109268729,0.00067620109268729
"145",2019-02-11,2712.399902,2718.050049,2703.790039,2709.800049,3361970000,2709.800049,0.000709103092812358,0.000709103092812358
"146",2019-02-12,2722.610107,2748.189941,2722.610107,2744.72998,3827770000,2744.72998,0.0128902245067455,0.0128902245067455
"147",2019-02-13,2750.300049,2761.850098,2748.629883,2753.030029,3670770000,2753.030029,0.00302399473189707,0.00302399473189707
"148",2019-02-14,2743.5,2757.899902,2731.22998,2745.72998,3836700000,2745.72998,-0.00265164161781828,-0.00265164161781828
"149",2019-02-15,2760.23999,2775.659912,2760.23999,2775.600098,3641370000,2775.600098,0.0108787529063581,0.0108787529063581
"150",2019-02-19,2769.280029,2787.330078,2767.290039,2779.76001,3533710000,2779.76001,0.0014987432818574,0.0014987432818574
"151",2019-02-20,2779.050049,2789.879883,2774.060059,2784.699951,3835450000,2784.699951,0.00177711060747288,0.00177711060747288
"152",2019-02-21,2780.23999,2781.580078,2764.550049,2774.879883,3559710000,2774.879883,-0.00352643666204455,-0.00352643666204455
"153",2019-02-22,2780.669922,2794.199951,2779.110107,2792.669922,3427810000,2792.669922,0.00641110237203013,0.00641110237203013
"154",2019-02-25,2804.350098,2813.48999,2794.98999,2796.110107,3804380000,2796.110107,0.00123186237403106,0.00123186237403106
"155",2019-02-26,2792.360107,2803.120117,2789.469971,2793.899902,3645680000,2793.899902,-0.000790457069078432,-0.000790457069078432
"156",2019-02-27,2787.5,2795.76001,2775.129883,2792.379883,3767130000,2792.379883,-0.000544049197650942,-0.000544049197650942
"157",2019-02-28,2788.110107,2793.72998,2782.51001,2784.48999,4396930000,2784.48999,-0.00282550846610585,-0.00282550846610585
"158",2019-03-01,2798.219971,2808.02002,2787.379883,2803.689941,3972280000,2803.689941,0.00689532053228903,0.00689532053228903
"159",2019-03-04,2814.370117,2816.879883,2767.659912,2792.810059,3919810000,2792.810059,-0.00388055820327959,-0.00388055820327959
"160",2019-03-05,2794.409912,2796.439941,2782.969971,2789.649902,3585690000,2789.649902,-0.00113153309148828,-0.00113153309148828
"161",2019-03-06,2790.27002,2790.27002,2768.689941,2771.449951,3786600000,2771.449951,-0.00652409859278469,-0.00652409859278469
"162",2019-03-07,2766.530029,2767.25,2739.090088,2748.929932,3904860000,2748.929932,-0.00812571736750078,-0.00812571736750078
"163",2019-03-08,2730.790039,2744.129883,2722.27002,2743.070068,3423130000,2743.070068,-0.00213168910992823,-0.00213168910992823
"164",2019-03-11,2747.610107,2784,2747.610107,2783.300049,3749030000,2783.300049,0.0146660420633484,0.0146660420633484
"165",2019-03-12,2787.340088,2798.320068,2786.72998,2791.52002,3414230000,2791.52002,0.00295331831110102,0.00295331831110102
"166",2019-03-13,2799.780029,2821.23999,2799.780029,2810.919922,3766150000,2810.919922,0.00694958368953413,0.00694958368953413
"167",2019-03-14,2810.379883,2815,2803.459961,2808.47998,3469730000,2808.47998,-0.000868022593209949,-0.000868022593209949
"168",2019-03-15,2810.790039,2830.72998,2810.790039,2822.47998,5962730000,2822.47998,0.00498490290110598,0.00498490290110598
"169",2019-03-18,2822.610107,2835.409912,2821.98999,2832.939941,3552190000,2832.939941,0.00370594692402393,0.00370594692402393
"170",2019-03-19,2840.76001,2852.419922,2823.27002,2832.570068,3620220000,2832.570068,-0.000130561539497198,-0.000130561539497198
"171",2019-03-20,2831.340088,2843.540039,2812.429932,2824.22998,3771200000,2824.22998,-0.00294435364343471,-0.00294435364343471
"172",2019-03-21,2819.719971,2860.310059,2817.379883,2854.879883,3546800000,2854.879883,0.0108524812841198,0.0108524812841198
"173",2019-03-22,2844.52002,2846.159912,2800.469971,2800.709961,4237200000,2800.709961,-0.0189745012820212,-0.0189745012820212
"174",2019-03-25,2796.01001,2809.790039,2785.02002,2798.360107,3376580000,2798.360107,-0.00083902083140408,-0.00083902083140408
"175",2019-03-26,2812.659912,2829.870117,2803.98999,2818.459961,3266050000,2818.459961,0.0071827260364814,0.0071827260364814
"176",2019-03-27,2819.719971,2825.560059,2787.719971,2805.370117,3372930000,2805.370117,-0.00464432497928968,-0.00464432497928968
"177",2019-03-28,2809.399902,2819.709961,2798.77002,2815.439941,3158170000,2815.439941,0.0035894814516555,0.0035894814516555
"178",2019-03-29,2828.27002,2836.030029,2819.22998,2834.399902,3740700000,2834.399902,0.00673428004053456,0.00673428004053456
"179",2019-04-01,2848.629883,2869.399902,2848.629883,2867.189941,3500760000,2867.189941,0.0115686001036279,0.0115686001036279
"180",2019-04-02,2868.23999,2872.899902,2858.75,2867.23999,3246900000,2867.23999,1.74557671552833e-05,1.74557671552833e-05
"181",2019-04-03,2876.090088,2885.25,2865.169922,2873.399902,3550240000,2873.399902,0.00214837684375357,0.00214837684375357
"182",2019-04-04,2873.98999,2881.280029,2867.139893,2879.389893,3015180000,2879.389893,0.00208463534638215,0.00208463534638215
"183",2019-04-05,2884.159912,2893.23999,2882.98999,2892.73999,3146820000,2892.73999,0.00463643254164881,0.00463643254164881
"184",2019-04-08,2888.459961,2895.949951,2880.780029,2895.77002,3054030000,2895.77002,0.00104746019707069,0.00104746019707069
"185",2019-04-09,2886.580078,2886.879883,2873.330078,2878.199951,3007980000,2878.199951,-0.00606749461409228,-0.00606749461409228
"186",2019-04-10,2881.370117,2889.709961,2879.129883,2888.209961,3062380000,2888.209961,0.00347787164561719,0.00347787164561719
"187",2019-04-11,2891.919922,2893.419922,2881.98999,2888.320068,2938540000,2888.320068,3.81229209396317e-05,3.81229209396317e-05
"188",2019-04-12,2900.860107,2910.540039,2898.370117,2907.409912,3688490000,2907.409912,0.00660932429598038,0.00660932429598038
